framework,path,commits_ahead
android,mmmds/android-BluetoothChat,2
android,atlantis97/android-BluetoothChat,1
android,mkt4ever/android-BluetoothChat,1
android,katm10/android-BluetoothChat,1
android,luigidifraia/android-BluetoothChat,3
android,c0758/android-BluetoothChat,1
android,mainr/android-BluetoothChat,1
android,sirmordred/android-BluetoothChat,4
android,islerfab/HeartBuddy,29
android,TheLongBit/android-BluetoothChat,1
android,LemonadeLabInc/android-BluetoothChat,16
android,shybovycha/android-BluetoothChat,7
android,mv2a/pingme,6
android,kyuhyoung/android-MediaRecorder,66
android,jsdfqq/android-MediaRecorder,1
android,dipsywong98/android-MediaRecorder,1
android,calben/android-MediaRecorder,1
android,readysetdev/android-MediaRecorder,1
android,abennsir/android-MediaRecorder,2
android,VN81696/android-MediaRecorder,4
android,joseph-zhong/android-MediaRecorder,7
android,abggcv/android-MediaRecorder,2
android,ulysses4ever/Background-VideoRecorder,13
android,sushildubey171/android-MediaRecorder,1
android,jocolamarco/android-fit,1
android,mmbatha/android-fit,2
android,MMSaad/android-fit,1
android,AndyFrnk/android-fit,1
android,chester11206/android-fit,28
android,prashant31191/android-fit,4
android,Crenshinibon/android-fit,1
android,edicon/android-fit,10
android,vitovalov/android-fit,4
android,RyanNewsom/android-fit,8
android,ifoong/android-fit,1
android,PuppySaturation/android-fit,1
android,Endika/android-fit,2
android,DerSchimi/android-fit,2
android,chinalwb/android-DisplayingBitmaps,6
android,EthanZhuGit/android-DisplayingBitmaps,1
android,congwiny/android-DisplayingBitmaps,1
android,kinneyyan/android-DisplayingBitmaps,1
android,recoilme/android-DisplayingBitmaps,11
android,duanbo1983/android-DisplayingBitmaps,4
android,pgreze/android-testing-templates,9
android,abhishekBansal/android-testing-templates,10
android,mieszk3/android-testing-templates,3
android,arjungopisetty/android-testing-templates,1
android,daeun1012/android-testing-templates,2
android,MatFl/android-testing-templates,2
android,DavidWhitlock/android-testing-templates,13
android,vRallev/android-testing-templates,3
android,zhanw/android-testing-templates,9
android,MaTriXy/android-testing-templates,1
android,vexdev/android-testing-templates,2
android,PaulRashidi/android-testing-templates,2
android,genkido/android-testing-templates,3
android,jskierbi/android-testing-templates,1
android,joebowbeer/android-testing-templates,2
android,thaussma/android-testing-templates,3
android,andrzejtokarski/android-testing-templates,1
android,remohammadi/android-ActivityInstrumentation,1
android,nmwilk/chromeos-android-draganddrop-demo,1
android,Steelskin/android-BasicRenderScript,1
android,LipiLee/android-CustomChoiceList,1
android,Aneez91/android-CustomChoiceList,1
android,MaTriXy/android-WatchViewStub,1
android,Riazulcse/android-Timer,1
android,zhuxiangqing/android-TextSwitcher,1
android,agentraymond232/android-TextSwitcher,1
android,nicks/android-Issue197281,1
android,thagikura/testable-SynchronizedNotifications,12
android,agentraymond232/android-SwipeRefreshMultipleViews,1
android,ravenfeld/android-SwipeRefreshMultipleViews,3
android,MaTriXy/android-SwipeRefreshMultipleViews,1
android,friedger/android-StorageProvider,1
android,UmairShaik7/android-StorageProvider,3
android,kyunghoj/android-StorageProvider,1
android,UmairShaik7/android-StorageClient,1
android,hasanik/android-StorageClient,6
android,UmairShaik7/android-SlidingTabsColors,1
android,codinghit/android-SlidingTabsBasic,3
android,CHOIMINSEOK/android-SlidingTabsBasic,1
android,zukinaru/android-SlidingTabsBasic,1
android,UmairShaik7/android-SlidingTabsBasic,1
android,JeffZane/android-SlidingTabsBasic,1
android,MascioSpam/android-SlidingTabsBasic,1
android,sionsi/android-SlidingTabsBasic,3
android,happyshi0402/android-ScreenCapture,1
android,John-Chan/android-ScreenCapture,2
android,balazsbanyai/android-ScreenCapture,3
android,costerman/android-ScreenCapture,9
android,jardsman/android-ScopedDirectoryAccess,7
android,HarryG55/android-RuntimePermissions,1
android,Alfian878787/android-RuntimePermissions,1
android,27theworldinurhand/android-RuntimePermissions,1
android,fork-run/android-RuntimePermissions,1
android,ncanatta/android-RuntimePermissions,1
android,nessv/android-RuntimePermissions,5
android,dkuspawono/android-RuntimePermissions,2
android,rinekri/android-RuntimePermissions,1
android,antontuzov/android-RuntimePermissions,1
android,melashkov/android-RuntimePermissions,1
android,TimSongCoder/android-RuntimePermissions,2
android,jonathan-caryl/android-RuntimePermissions,1
android,einverne/android-RuntimePermissions,2
android,wxf04125/android-RuntimePermissions,10
android,Evin1-/android-RuntimePermissions,1
android,saed2s/android-RuntimePermissions,2
android,jacob13400/android-RepeatingAlarm,1
android,CCorrado/android-RepeatingAlarm,5
android,zjjljs/android-RecyclerView,7
android,CSD-RTC/android-RecyclerView,1
android,JustEmandleni/android-RecyclerView,1
android,kirillsmirnov1/android-RecyclerView,3
android,jrobens/android-RecyclerView,1
android,Archangel354/android-RecyclerView,1
android,arunkarka/android-RecyclerView,2
android,prohan-git/android-RecyclerView,3
android,yuricfurusho/android-RecyclerView,1
android,ronando/android-RecyclerView,1
android,Android518-2017/topic14-android-RecyclerView,1
android,MartinRajniak/android-RecyclerView,1
android,MaTriXy/android-RecyclerView,2
android,StormGens/android-RecyclerView,2
android,CoomCon/android-PdfRendererBasic,1
android,igorpf/ihc,16
android,wangchauyan/android-PdfRendererBasic,1
android,gonzalo-m/android-PdfRendererBasic-1,2
android,peter-zhijia-zheng/android-PdfRendererBasic,1
android,Alfian878787/android-NotificationChannels,1
android,springIrus/android-NotificationChannels,9
android,isidorotrevino/android-NotificationChannels,2
android,mpretti/android-NotificationChannels,2
android,Betrayed49/android-NotificationChannels,1
android,C0d3GGz/android-NotificationChannels,2
android,CillianMyles/android-notification-channels,5
android,MarcinMoskala/android-NotificationChannels,2
android,nguyenhoainam91/android-NotificationChannels,1
android,ptyagicodecamp/android-NotificationChannels,2
android,aremokoremo/android-NotificationChannels,1
android,Alwin-Lin/android-NfcProvisioning,3
android,iamzubairkhan/android-NfcProvisioning,1
android,baojian2015/android-NfcProvisioning,1
android,bennythejudge/android-NetworkConnect,1
android,jpgpuyo/android-NetworkConnect,4
android,androidboss/android-NetworkConnect,2
android,lijiancheng0614/android-NetworkConnect,6
android,sreev/android-NetworkConnect,1
android,horizon1234/android-NavigationDrawer,1
android,fernandes-jose/android-NavigationDrawer,2
android,endless-qa/android-NavigationDrawer,1
android,cyrsis/android-NavigationDrawer,1
android,jocmp/android-NavigationDrawer,1
android,evanstrip/android-NavigationDrawer,8
android,ttoommbb/android-MultiWindowPlayground,1
android,Alwin-Lin/android-MultiWindowPlayground,2
android,vgrec/android-MediaBrowserService,1
android,afarhan39/android-MediaBrowserService-farhan,1
android,pmlaforest/android-MediaBrowserService,56
android,hejunweihehe/android-MediaBrowserService,2
android,gjohnston9/android-MediaBrowserService,2
android,julioz/android-MediaBrowserService,3
android,kaltura/android-MediaBrowserService,1
android,chenyilyang/android-MediaBrowserService,1
android,murki/android-MediaBrowserService,8
android,KeithYokoma/android-MediaBrowserService,2
android,comarchtechnologies/android-MediaBrowserService,12
android,ris269/android-LNotifications,1
android,android-liuxiaoy/android-LNotifications,1
android,granoeste/android-Notifications,2
android,cbogart/ViolationOfDirectives,15
android,Ishii-atc/android-JobScheduler,5
android,wangzheshaoye00/android-JobScheduler,1
android,lashwang/android-JobScheduler,11
android,jimliuxyz/android-JobScheduler,1
android,pepesan/android-JobScheduler,1
android,mTwTm/android-JobScheduler,1
android,huynhdt/android-JobScheduler,30
android,LightCity/android-JobScheduler,2
android,peacepassion/android-JobScheduler,1
android,MoiTempete/android-JobScheduler,3
android,bkromhout/android-Interpolator,3
android,calvarez-ov/android-HorizontalPaging,1
android,akrezic1/android-Geofencing,2
android,RegardtS/android-Geofencing,1
android,arisen-phoenix/android-Flashlight,7
android,coolsoftwarelab/android-FingerprintDialog,2
android,Mohammad2416/android-FingerprintDialog,2
android,VitaliPekelis/android-FingerprintDialog,2
android,mattheck/android-FingerprintDialog,3
android,KGESH/android-FingerprintDialog,5
android,arekolek/android-FingerprintDialog,1
android,szenasimartin/android-FingerprintDialog,1
android,ivanovpv/android-FingerprintDialog,1
android,ChristofBuechi/android-FingerprintDialog,7
android,lallous/android-FingerprintDialog,1
android,MaTriXy/android-FingerprintDialog,1
android,yexuan910812/android-FingerprintDialog,2
android,bamboo82/android-ElevationDrag,2
android,restaurant-wan/android-DownloadableFonts,1
android,cattaka/android-DownloadableFonts,6
android,Enderknight2016/android-DirectShare,1
android,dm-for-git/android-DirectShare,2
android,susanta96/LinkMaker,9
android,xizzzz/android-DirectShare,3
android,MengHuanLee/android-DirectorySelection,1
android,peterdocter/android-DirectorySelection,1
android,Alwin-Lin/android-DeviceOwner,3
android,tdassonville/android-DeviceOwner,2
android,zhuxiangqing/android-CustomTransition,1
android,karanjot21/android-ConfirmCredential,2
android,VitaliPekelis/android-ConfirmCredential,1
android,sohamtriveous/android-ConfirmCredential,1
android,davidxiasc/android-CommitContentSampleIME,2
android,LeonardooBorges/android-CommitContentSampleIME,1
android,mvillegas13/android-CommitContentSampleIME,2
android,2fours/android-CommitContentSampleApp,2
android,wwwwwalter/android-CardView,1
android,ppalaga/android-CardView,2
android,CaiWeiLeGG/android-CardView,3
android,The-Panel/android-CardView,1
android,romanett/android-CardView,1
android,k3286/FeliCaCardReader,2
android,manijshrestha/android-CardReader,2
android,adamryklief/android-CardEmulation,3
android,hfmanson/android-CardEmulation,19
android,divinebird/android-CardEmulation,1
android,tasmerrick/android-CardEmulation,1
android,medmexx99/android-CardEmulation,9
android,lzrcm/android-CardEmulation,1
android,arizbuno/android-BluetoothAdvertisements,1
android,kaiser-ren/android-BluetoothAdvertisements,1
android,cskab46/android-BluetoothAdvertisements,1
android,jamweak/android-BluetoothAdvertisements,9
android,onivas/android-BluetoothAdvertisements,2
android,nonamegamer/android-BluetoothAdvertisements,1
android,JackFan-Z/android-BluetoothAdvertisements,1
android,CristhianUlloa/android-BluetoothAdvertisements,1
android,thomaslg/android-BluetoothAdvertisements,1
android,pavelsuk/android-BatchStepSensor,5
android,zhuxiangqing/android-BasicTransition,1
android,lashwang/android-BasicSyncAdapter,1
android,maniparas/android-BasicSyncAdapter,1
android,paulo-raca/android-BasicSyncAdapter,3
android,meugen/android-BasicSyncAdapter,1
android,vojtafilip/android-BasicSyncAdapter,3
android,insidenothing/android-BasicSyncAdapter,1
android,vikingden8/android-BasicNotifications,1
android,lokeshsaini94/android-BasicNotifications,1
android,android-liuxiaoy/android-BasicNotifications,2
android,LouisCAD/android-wear-BasicNotifications,2
android,insidenothing/android-BasicNotifications,3
android,richardhsu-dev/android-BasicNotifications,1
android,evanspjz/android-BasicNetworking,2
android,rladstaetter/android-BasicMultitouch,6
android,zhangjunquan/android-BasicMultitouch,11
android,fglmobile/sample-apk,1
android,adaJQD/android-BasicMediaDecoder,1
android,GangXu/android-BasicMediaDecoder,2
android,colinsung/android-BasicManagedProfile,23
android,jbrindle/android-BasicManagedProfile,1
android,ALoecken/AndroidAmbientTimer,7
android,philgoeschl/android-BasicGestureDetect,4
android,fortmuel15/android-BasicGestureDetect,3
android,michistangl/android-BasicGestureDetect,1
android,michaelschrempf/android-BasicGestureDetect,6
android,Mr-Get/android-BasicGestureDetect,1
android,LukZwatz/android-BasicGestureDetect,7
android,schopperf/android-BasicGestureDetect,2
android,sabineGollinger/android-BasicGestureDetect,4
android,mzsif/android-BasicGestureDetect,1
android,JakobArneitz/android-BasicGestureDetect,2
android,haringma15/android-BasicGestureDetect,4
android,kiv1995/android-BasicGestureDetect,12
android,VeeLeifert/android-BasicGestureDetect,3
android,FlorianReinprecht/android-BasicGestureDetect,1
android,andikay/android-BasicGestureDetect,1
android,SuperCari/android-BasicGestureDetect,6
android,Gulasch4ever/android-BasicGestureDetect,6
android,x-qlusive/android-BasicGestureDetect,4
android,HribernigNikolaus/android-BasicGestureDetect,1
android,jashanic14/android-BasicGestureDetect,3
android,dirnbaue14/android-BasicGestureDetect,5
android,MrOrange1992/android-BasicGestureDetect,10
android,ielnykov/android-BasicGestureDetect,1
android,rladstaetter/android-BasicGestureDetect,2
android,morenoh149/android-BasicContactables,1
android,schwabe/android-BasicAndroidKeyStore,3
android,kmalmur/android-BasicAndroidKeyStore,1
android,vaginessa/android-AutoBackupForApps,1
android,TonyTangAndroid/android-AutoBackupForApps,8
android,cyrsis/android-AsymmetricFingerprintDialog,2
android,Jyoti492/android-AppShortcuts,2
android,ronando/android-AppShortcuts,1
android,jhansen2015/android-AppShortcuts,16
android,maniparas/android-AppShortcuts,1
android,balafroyo/android-AppShortcuts,7
android,akinobufujii/android-AppShortcuts,3
android,Rockyspade/android-AppShortcuts,2
android,susyimes/android-Dynamic-AppShortcuts,1
android,k0shk0sh/android-AppShortcuts,1
android,jtq/android-AppRestrictions,1
android,malkaviano/android-AdvancedImmersiveMode,2
android,xsthunder/android-ActiveNotifications,1
android,hy0044/android-ActiveNotifications,4
android,StormGens/android-ActionBarCompat-Basic,1
android,fandango-/android-key-attestation,1
android,bighwstyle/android-play-places,8
android,vinodreddy1122/android-play-places,4
android,eneim/android-play-places,1
android,muriukimichael/android-play-places,1
android,moladan123/android-AccelerometerPlay,3
android,sielenk/android-AccelerometerPlay,15
android,bbrrck/android-AccelerometerPlay,3
android,MatrixMike/android-AccelerometerPlay,1
android,ericchiu/android-AccelerometerPlay,3
android,hmwu-gogolook/android-play-safetynet,2
android,H4NG-MAN/android-play-safetynet,1
android,gmazzo/android-play-safetynet,1
android,dphillipsprosper/android-play-safetynet,1
android,cbiancucci/android-play-safetynet,2
android,bcyrill/android-play-safetynet,3
android,kkocel/android-play-safetynet,3
android,alancleetus/Touch-Free-Media-Player,2
android,antranvn/android-SimpleMediaPlayer,1
android,mgood7123/android-SimpleMediaPlayer,1
android,quink-black/android-SimpleMediaPlayer,1
android,melezhik/android-SimpleMediaPlayer,1
android,codexpedia/android-SimpleMediaPlayer,2
android,yaraki/android-fido,1
android,kwmt/android-fido,2
android,zukinaru/android-WearOAuth,3
android,wangyung/android-unsplash,2
android,rumaan/android-unsplash,1
android,benju69/android-unsplash,1
android,MaTriXy/android-unsplash,1
android,Ashok-Varma/android-unsplash,1
android,Aspsine/android-unsplash,2
android,amilcar-andrade/android-unsplash,1
android,benoitdevos/android-codelab-watchface,4
android,MaTriXy/android-OurStreets,1
android,ursimon/android-WearCompanionLibrary,4
android,ardock/identity-toolkit-android,2
android,android-tv/androidtv-GameController,1
